shipment_id,order_id,carrier_name,warehouse_id,shipment_date,estimated_delivery_date,actual_delivery_date,shipping_mode,shipment_cost,delay_reason
SHIP-001332,ORD-001563,DHL,WH-07,2025/06/24,25-Jun-2025,,Air,57.72,Customs Clearance Delay
SHIP-001333,ORD-000414,,Warehouse 24,Sep 03 2025,Sep 07 2025,2025-09-07,Rail,30.72,
SHIP-001334,ORD-000581,Maersk Line,WH-31,2025/05/25,2025/05/24,2025-05-26,Ocean,14.38,Supplier Stock Shortage
SHIP-001335,ORD-001427,U.S.P.S.,WH-30,Jan 13 2026,2026/01/21,19-Jan-2026,Ground,18.05,Port Congestion
SHIP-001336,ORD-001750,ARAMEX,WH-03,2025/03/05,05-Mar-2025,06-Mar-2025,Ground,33.22,Carrier Capacity Shortage
SHIP-001337,ORD-000615,usps,Warehouse 60,2026-01-05,2026-01-07,,Ground,31.9,Supplier Stock Shortage
SHIP-001338,ORD-001046,Maersk Line,wh-19,18-Oct-2025,2025-10-19,Oct 22 2025,Ocean,14.61,Supplier Stock Shortage
SHIP-001339,ORD-001015,Fed Ex,WH-18,14-May-2025,2025-05-20,2025/05/19,Air,57.36,
SHIP-001340,ORD-000090,MAERSK,Warehouse 45,2026/05/18,21-May-2026,2026-05-20,Ocean,19.58,
SHIP-001341,ORD-001567,USPS,WH-53,2026-04-02,2026-04-04,2026/04/02,Ground,16.21,Labor Shortage
SHIP-001342,ORD-000602,FedEx,WH-34,2025-12-13,2025/12/15,Dec 19 2025,Ground,21.95,Warehouse Processing Backlog
SHIP-001343,ORD-001238,,Warehouse 49,2026-03-08,15-Mar-2026,16-Mar-2026,Ground,22.42,Port Congestion
SHIP-001344,ORD-000134,,wh17,2026-03-04,2026-03-08,2026-03-08,Ground,15.48,Weather Disruption
SHIP-001345,ORD-000556,ups,WH-29,Jan 27 2025,2025-02-02,2025-02-02,Ground,35.63,
SHIP-001346,ORD-001032,U.S.P.S.,WH-11,20-Aug-2025,2025-08-21,2025-08-21,Ground,36.36,
SHIP-001347,ORD-001443,UPS,WH-56,May 14 2026,May 17 2026,15-May-2026,Air,62.53,Port Congestion
SHIP-001348,ORD-000321,fedex,WH-05,2025-04-15,2025-04-22,2025-04-21,Ground,19.03,
SHIP-001349,ORD-001631,ARAMEX,WH-52,2025-08-31,2025-09-07,,Ground,22.01,Documentation Error
SHIP-001350,ORD-001212,XPO Logistics,WH-03,2026/05/02,2026-05-08,2026-05-07,Ground,23.4,
SHIP-001351,ORD-001600,bluedart,Warehouse 44,01-Feb-2026,2026-02-06,06-Feb-2026,Air,42.25,Customs Clearance Delay
SHIP-001352,ORD-000635,XPO Logistics,WH-42,2026-01-09,2026-01-12,2026/01/12,Ground,27.17,Carrier Capacity Shortage
SHIP-001353,ORD-000553,dhl,wh-22,2026/01/22,2026-01-24,23-Jan-2026,Express,50.84,Warehouse Processing Backlog
SHIP-001354,ORD-001329,ups,wh05,02-Jun-2026,07-Jun-2026,,Air,48.98,
SHIP-001355,ORD-001056,DHL Express,WH-42,2025/10/11,Oct 13 2025,2025/10/20,Express,51.95,Weather Disruption
SHIP-001356,ORD-001436,bluedart,WH-30,2026/05/19,May 26 2026,2026/05/26,Ground,29.34,
SHIP-001357,ORD-000797,fedex,WH-46,06-Mar-2025,2025/03/07,2025-03-16,Ground,32.68,Customs Clearance Delay
SHIP-001358,ORD-001534,U.P.S.,WH-14,2025-07-07,2025-07-06,2025-07-07,Ground,24.13,Incorrect Address
SHIP-001359,ORD-001265,FEDEX,WH-32,Feb 04 2025,2025-02-08,,Air,47.63,
SHIP-001360,ORD-001576,dhl express,WH-20,Jun 27 2025,2025-07-02,2025-07-07,Express,59.2,Weather Disruption
SHIP-001361,ORD-000175,Fed Ex,WH-38,2026/03/17,Mar 20 2026,19-Mar-2026,Ground,16.61,
SHIP-001362,ORD-000767,Aramex,wh55,2026-03-27,2026/03/30,2026/03/31,Ground,21.96,Carrier Capacity Shortage
SHIP-001363,ORD-000246,UPS,WH-59,Jun 01 2026,03-Jun-2026,,Ground,19.89,
SHIP-001364,ORD-001081,Aramex,wh59,2025-08-19,2025-08-19,Aug 19 2025,Express,67.6,
SHIP-001365,ORD-001599,Fed Ex,WH-35,Mar 19 2025,2025-03-19,2025/03/20,Express,81.36,Warehouse Processing Backlog
SHIP-001366,ORD-000146,FedEx,WH-03,Mar 20 2025,Mar 22 2025,21-Mar-2025,Ground,18.36,
SHIP-001367,ORD-000091,dhl,Warehouse 8,2026-01-25,Jan 30 2026,Jan 30 2026,Air,49.66,
SHIP-001368,ORD-000683,USPS,WH-32,11-Mar-2025,15-Mar-2025,2025-03-14,Ground,19.03,
SHIP-001369,ORD-000311,Fed Ex,wh57,2025/05/19,22-May-2025,2025/05/21,Express,50.73,
SHIP-001370,ORD-000094,MAERSK,wh04,2025-08-20,25-Aug-2025,2025/08/22,Ocean,20.74,
SHIP-001371,ORD-001445,XPO,WH-23,2026-05-27,2026-05-29,2026/05/29,Rail,20.14,Warehouse Processing Backlog
SHIP-001372,ORD-000925,dhl,wh48,Feb 15 2026,2026-02-19,,Air,49.62,
SHIP-001373,ORD-001557,Maersk Line,WH-46,02-Jan-2026,2026/01/07,2026-01-07,Ocean,14.57,Weather Disruption
SHIP-001374,ORD-001036,USPS,WH-40,2026/04/18,2026-04-21,,Ground,25.75,Incorrect Address
SHIP-001375,ORD-000244,dhl,WH-31,2025-03-06,06-Mar-2025,Mar 07 2025,Express,67.03,Vehicle Breakdown
SHIP-001376,ORD-001112,xpo logistics,WH-51,2025-05-15,2025/05/19,,Rail,27.94,Port Congestion
SHIP-001377,ORD-000215,ARAMEX,WH-47,Sep 04 2025,03-Sep-2025,2025/09/05,Ground,17.87,Port Congestion
SHIP-001378,ORD-001198,U.P.S.,WH-31,Jan 03 2025,2025-01-06,Jan 06 2025,Ground,40.29,
SHIP-001379,ORD-000999,dhl,wh-47,17-Apr-2025,2025-04-20,19-Apr-2025,Air,43.15,
SHIP-001380,ORD-000854,FEDEX,WH-14,Apr 17 2026,2026-04-24,2026-04-24,Express,50.79,Supplier Stock Shortage
SHIP-001381,ORD-000426,USPS,Warehouse 3,2026/05/09,14-May-2026,2026-05-13,Ground,32.71,
SHIP-001382,ORD-001623,U.S.P.S.,wh58,2025/06/21,2025-06-23,22-Jun-2025,Ground,25.98,Supplier Stock Shortage
SHIP-001383,ORD-001143,FEDEX,WH-54,02-Mar-2026,Mar 06 2026,Mar 05 2026,Express,54.97,Carrier Capacity Shortage
SHIP-001384,ORD-001144,xpo logistics,WH-10,2026-01-19,2026-01-27,,Rail,19.72,
SHIP-001385,ORD-000227,usps,WH-01,2026-02-26,26-Feb-2026,2026-02-26,Ground,22.96,
SHIP-001386,ORD-001500,DHL Express,WH-30,2026-03-03,Mar 08 2026,2026-03-08,Air,47.18,Supplier Stock Shortage
SHIP-001387,ORD-000001,Fed Ex,wh52,Mar 18 2026,24-Mar-2026,Mar 22 2026,Ground,28.89,
SHIP-001388,ORD-000402,ARAMEX,WH-34,2026-03-09,10-Mar-2026,2026/03/11,Express,60.98,
SHIP-001389,ORD-001104,U.P.S.,WH-16,Oct 17 2025,2025-10-19,2025/10/20,Ground,23.14,Incorrect Address
SHIP-001390,ORD-000085,U.P.S.,WH-53,Sep 06 2025,09-Sep-2025,Sep 11 2025,Air,61.7,Supplier Stock Shortage
SHIP-001391,ORD-000163,,wh12,Jan 29 2025,2025-02-04,Feb 03 2025,Ground,25.86,
SHIP-001392,ORD-000115,usps,WH-58,2026/01/28,2026-02-01,2026-02-13,Ground,27.08,Weather Disruption
SHIP-001393,ORD-000671,bluedart,wh26,Aug 16 2025,2025/08/17,,Ground,34.81,Documentation Error
SHIP-001394,ORD-001175,Fed Ex,wh06,2025-11-18,2025/11/22,2025/11/22,Express,51.99,Vehicle Breakdown
SHIP-001395,ORD-001406,,WH-05,2025-12-03,2025-12-06,2025-12-04,Ground,29.07,
SHIP-001396,ORD-001397,MAERSK,WH-20,2026-03-12,Mar 16 2026,Mar 16 2026,Ocean,15.32,Vehicle Breakdown
SHIP-001397,ORD-001393,DHL,Warehouse 42,04-Jul-2025,2025-07-07,2025/07/07,Express,50.83,Carrier Capacity Shortage
SHIP-001398,ORD-000890,,wh34,Mar 23 2026,2026-03-29,2026-03-27,Air,62.93,
SHIP-001399,ORD-000626,FedEx,WH-44,22-May-2025,24-May-2025,2025/06/05,Express,73.86,Warehouse Processing Backlog
SHIP-001400,ORD-001801,FedEx,WH-38,2026/01/23,Jan 29 2026,2026-01-27,Ground,27.02,Labor Shortage
SHIP-001401,ORD-000953,ARAMEX,WH-25,Apr 20 2026,25-Apr-2026,2026-04-24,Ground,21.82,
SHIP-001402,ORD-000808,UPS,WH-49,2026/05/26,02-Jun-2026,,Ground,28.63,Warehouse Processing Backlog
SHIP-001403,ORD-000259,Fed Ex,Warehouse 22,21-Mar-2025,2025-03-24,Mar 25 2025,Ground,25.43,Labor Shortage
SHIP-001404,ORD-000625,Aramex,WH-52,2025-07-28,2025-07-31,2025-07-31,Ground,31.5,Documentation Error
SHIP-001405,ORD-000827,U.P.S.,wh-10,12-May-2025,2025-05-15,2025/05/14,Air,49.24,
SHIP-001406,ORD-000235,MAERSK,wh20,2026-04-21,23-Apr-2026,2026/04/23,Ocean,20.31,Warehouse Processing Backlog
SHIP-001407,ORD-000136,BlueDart,Warehouse 11,2025-12-27,2025-12-30,28-Dec-2025,Air,43.92,Incorrect Address
SHIP-001408,ORD-000617,ups,WH-03,2026-01-29,2026-02-03,2026-02-05,Air,46.2,Weather Disruption
SHIP-001409,ORD-001802,,WH-28,2026-05-22,2026/05/28,2026/05/26,Ground,23.88,Carrier Capacity Shortage
SHIP-001410,ORD-000837,XPO,Warehouse 34,2025/07/13,20-Jul-2025,,Ground,29.12,
SHIP-001411,ORD-000843,dhl,WH-27,30-Nov-2025,Dec 03 2025,2025/12/04,Air,45.42,Supplier Stock Shortage
SHIP-001412,ORD-000960,ups,wh41,30-Jan-2025,2025-02-01,2025-02-01,Air,65.01,
SHIP-001413,ORD-000593,DHL Express,WH-55,Sep 22 2025,Sep 24 2025,2025-09-23,Air,49.09,
SHIP-001414,ORD-001315,USPS,WH-54,26-Aug-2025,2025-09-01,2025-09-01,Ground,18.41,
SHIP-001415,ORD-001292,Maersk Line,WH-51,Oct 21 2025,2025-10-24,2025-10-24,Ocean,18.21,Warehouse Processing Backlog
SHIP-001416,ORD-000344,dhl,Warehouse 7,2026-02-01,2026-02-06,2026/02/05,Air,54.43,
SHIP-001417,ORD-001635,Fed Ex,WH-25,2025-11-27,Nov 28 2025,Nov 28 2025,Express,54.35,Vehicle Breakdown
SHIP-001418,ORD-001602,FedEx,WH-17,2025/06/14,2025/06/19,2025/06/23,Express,50.88,Customs Clearance Delay
SHIP-001419,ORD-000294,U.S.P.S.,WH-33,2026/01/20,2026-01-24,2026-01-23,Ground,22.47,Documentation Error
SHIP-001420,ORD-000365,,WH-11,2025-01-08,13-Jan-2025,2025/01/12,Express,52.33,Port Congestion
SHIP-001421,ORD-000179,maersk,wh08,2025-07-07,2025/07/10,11-Jul-2025,Ocean,23.9,Supplier Stock Shortage
SHIP-001422,ORD-000660,Fed Ex,WH-05,2025-01-23,2025/01/31,2025/01/29,Air,45.18,Customs Clearance Delay
SHIP-001423,ORD-000997,FedEx,WH-21,Feb 27 2025,2025-03-05,2025/03/05,Ground,16.9,Labor Shortage
SHIP-001424,ORD-000015,bluedart,wh-50,May 21 2026,May 24 2026,2026/05/25,Air,44.86,Documentation Error
SHIP-001425,ORD-001111,UPS,wh-50,15-Jun-2025,2025-06-21,Jun 20 2025,Ground,33.47,Weather Disruption
SHIP-001426,ORD-001395,UPS,WH-44,2025-04-14,17-Apr-2025,17-Apr-2025,Air,52.49,Weather Disruption
SHIP-001427,ORD-000166,MAERSK,WH-03,06-Jan-2026,Jan 07 2026,07-Jan-2026,Ocean,12.43,Incorrect Address
SHIP-001428,ORD-001730,maersk,wh25,2025-03-16,2025-03-15,2025-03-17,Ocean,27.52,Documentation Error
SHIP-001429,ORD-001360,dhl express,Warehouse 3,11-Oct-2025,Oct 13 2025,2025/10/14,Air,59.49,Supplier Stock Shortage
SHIP-001430,ORD-000060,,WH-02,2026-01-07,2026-01-08,2026/01/07,Air,53.42,
SHIP-001431,ORD-000710,dhl express,WH-31,2026/02/19,2026-02-27,2026-02-25,Air,44.19,Vehicle Breakdown
SHIP-001432,ORD-000677,XPO Logistics,WH-54,2025/03/30,2025-04-01,Apr 01 2025,Ground,33.61,Vehicle Breakdown
SHIP-001433,ORD-001379,U.S.P.S.,WH-31,Dec 10 2025,12-Dec-2025,Dec 12 2025,Ground,23.81,
SHIP-001434,ORD-000781,bluedart,Warehouse 49,2026-03-10,2026-03-15,2026-03-15,Ground,21.21,
SHIP-001435,ORD-000425,FEDEX,WH-10,2025-04-22,Apr 21 2025,2025/04/23,Express,54.83,Labor Shortage
SHIP-001436,ORD-000293,aramex,WH-17,2025-08-13,2025-08-15,15-Aug-2025,Express,58.8,
SHIP-001437,ORD-001066,DHL,WH-03,03-Jun-2025,07-Jun-2025,Jun 07 2025,Air,53.4,Warehouse Processing Backlog
SHIP-001438,ORD-001651,Fed Ex,WH-32,Aug 12 2025,14-Aug-2025,15-Aug-2025,Ground,26.18,Port Congestion
SHIP-001439,ORD-000330,DHL,wh50,19-Aug-2025,2025-08-25,Aug 24 2025,Express,55.67,
SHIP-001440,ORD-000430,ups,wh40,25-Sep-2025,2025-09-24,2025/09/25,Air,43.89,Port Congestion
SHIP-001441,ORD-001013,dhl,WH-33,2025/08/04,Aug 08 2025,,Air,52.51,Vehicle Breakdown
SHIP-001442,ORD-000080,dhl express,WH-39,2026/02/18,Feb 20 2026,2026/02/19,Air,50.36,
SHIP-001443,ORD-001053,DHL Express,Warehouse 43,2025-11-27,Nov 29 2025,Dec 02 2025,Air,53.18,Carrier Capacity Shortage
SHIP-001444,ORD-000938,XPO,wh51,25-Jun-2025,Jun 28 2025,2025-06-30,Rail,21.27,Port Congestion
SHIP-001445,ORD-000835,dhl,WH-35,Feb 18 2025,Feb 24 2025,,Express,61.13,Documentation Error
SHIP-001446,ORD-000750,U.S.P.S.,wh41,Apr 01 2026,Apr 08 2026,2026/04/06,Ground,29.1,Weather Disruption
SHIP-001447,ORD-000891,XPO,wh-35,23-Jan-2026,2026-01-28,2026-01-27,Ground,22.64,Port Congestion
SHIP-001448,ORD-000255,dhl express,wh22,2025-11-08,2025/11/09,2025-11-10,Express,55.83,
SHIP-001449,ORD-001597,Fed Ex,Warehouse 47,2025/11/28,Nov 30 2025,30-Nov-2025,Air,54.97,Warehouse Processing Backlog
SHIP-001450,ORD-001800,,WH-26,2026-03-18,Mar 24 2026,2026/03/22,Air,55.65,
SHIP-001451,ORD-001408,FedEx,Warehouse 47,Mar 25 2025,Mar 31 2025,2025-03-29,Express,66.13,
SHIP-001452,ORD-001338,BlueDart,WH-39,2026-02-21,2026/02/28,2026/02/28,Ground,21.16,Carrier Capacity Shortage
SHIP-001453,ORD-001109,USPS,wh-38,2026-01-27,Jan 30 2026,,Ground,22.93,Supplier Stock Shortage
SHIP-001454,ORD-000137,U.S.P.S.,wh03,2025/03/20,Mar 25 2025,23-Mar-2025,Ground,39.68,
SHIP-001455,ORD-001136,aramex,wh42,2026/04/13,2026-04-15,Apr 16 2026,Express,77.39,Customs Clearance Delay
SHIP-001456,ORD-001219,usps,WH-49,Feb 07 2026,Feb 08 2026,2026/02/09,Ground,27.08,Weather Disruption
SHIP-001457,ORD-000853,Aramex,WH-41,Sep 26 2025,2025-10-02,2025-10-01,Ground,24.73,Warehouse Processing Backlog
SHIP-001458,ORD-001203,Maersk Line,WH-02,Sep 08 2025,Sep 12 2025,Sep 13 2025,Ocean,41.3,Warehouse Processing Backlog
SHIP-001459,ORD-000724,,Warehouse 25,Nov 29 2025,Nov 30 2025,Dec 01 2025,Air,65.1,Warehouse Processing Backlog
SHIP-001460,ORD-000860,UPS,WH-15,2026/05/22,2026-05-29,27-May-2026,Air,55.08,Incorrect Address
SHIP-001461,ORD-000970,ups,WH-18,10-Jan-2025,2025-01-12,,Air,48.36,Warehouse Processing Backlog
SHIP-001462,ORD-000497,ups,wh05,2025-09-30,2025-10-06,2025-10-14,Ground,27.67,Port Congestion
SHIP-001463,ORD-000951,FedEx,WH-33,22-Mar-2026,Mar 27 2026,Apr 04 2026,Air,41.71,Customs Clearance Delay
SHIP-001464,ORD-000806,FEDEX,wh-60,2026-03-26,Mar 31 2026,2026/03/30,Express,63.75,Incorrect Address
SHIP-001465,ORD-000130,FEDEX,WH-60,2025-07-15,21-Jul-2025,2025/07/20,Air,45.46,
SHIP-001466,ORD-000338,BlueDart,WH-46,2026-04-11,Apr 11 2026,Apr 11 2026,Ground,38.88,
SHIP-001467,ORD-001834,,wh-43,13-Oct-2025,2025/10/19,18-Oct-2025,Ground,16.97,
SHIP-001468,ORD-000609,usps,WH-12,2026/03/28,31-Mar-2026,2026-03-29,Ground,21.67,Carrier Capacity Shortage
SHIP-001469,ORD-001149,Aramex,WH-06,2025-04-07,2025-04-09,07-Apr-2025,Express,57.07,Supplier Stock Shortage
SHIP-001470,ORD-000196,USPS,wh-21,Oct 20 2025,2025-10-22,21-Oct-2025,Ground,25.69,
SHIP-001471,ORD-001251,ups,Warehouse 58,2025-02-06,2025-02-10,2025-02-10,Air,45.0,Incorrect Address
SHIP-001472,ORD-001293,aramex,WH-32,23-Jul-2025,30-Jul-2025,,Ground,25.99,Supplier Stock Shortage
SHIP-001473,ORD-001817,Fed Ex,wh-56,2025/06/20,25-Jun-2025,2025-06-25,Ground,24.24,
SHIP-001474,ORD-000910,dhl express,WH-37,2026-02-05,11-Feb-2026,2026/02/11,Air,50.04,
SHIP-001475,ORD-000585,U.P.S.,wh-28,2025-01-08,2025/01/12,2025/01/12,Ground,22.36,
SHIP-001476,ORD-000104,,wh38,14-Jan-2025,2025/01/16,2025-01-16,Rail,31.66,
SHIP-001477,ORD-001704,Blue Dart,WH-37,2025/12/28,Jan 01 2026,2026/01/03,Air,51.84,Warehouse Processing Backlog
SHIP-001478,ORD-001719,MAERSK,wh-31,2026-05-15,2026-05-17,May 17 2026,Ocean,17.62,Documentation Error
SHIP-001479,ORD-000720,DHL Express,Warehouse 25,2025-04-12,Apr 15 2025,17-Apr-2025,Air,54.05,Supplier Stock Shortage
SHIP-001480,ORD-000885,DHL,wh-48,2025-12-06,2025/12/12,Dec 13 2025,Air,45.63,Incorrect Address
SHIP-001481,ORD-000777,U.S.P.S.,wh26,Sep 19 2025,2025/09/21,22-Sep-2025,Ground,21.76,Labor Shortage
SHIP-001482,ORD-000850,FedEx,WH-60,2026/05/10,13-May-2026,May 12 2026,Express,48.36,Vehicle Breakdown
SHIP-001483,ORD-000895,dhl,WH-34,Apr 23 2026,2026/04/23,2026-04-24,Express,59.37,Customs Clearance Delay
SHIP-001484,ORD-000228,fedex,wh01,2026-01-23,2026-01-28,27-Jan-2026,Air,50.57,Vehicle Breakdown
SHIP-001485,ORD-001732,U.P.S.,Warehouse 53,2025-09-27,Sep 29 2025,,Air,44.42,Port Congestion
SHIP-001486,ORD-001326,USPS,WH-03,Jan 22 2025,27-Jan-2025,28-Jan-2025,Ground,20.3,Labor Shortage
SHIP-001487,ORD-001300,dhl express,wh29,30-Jun-2025,2025/07/04,2025-07-06,Air,52.53,Port Congestion
SHIP-001488,ORD-000127,Fed Ex,WH-16,Sep 20 2025,22-Sep-2025,20-Sep-2025,Ground,22.85,
SHIP-001489,ORD-000406,fedex,WH-28,2025-09-17,2025-09-21,2025-09-21,Air,52.55,
SHIP-001490,ORD-000776,bluedart,WH-56,19-Feb-2025,26-Feb-2025,Feb 26 2025,Ground,17.53,
SHIP-001491,ORD-000822,ups,WH-20,2025-10-21,Oct 22 2025,2025/10/26,Air,43.02,Port Congestion
SHIP-001492,ORD-000712,DHL,WH-54,Mar 11 2025,2025-03-16,2025/03/14,Air,57.44,Supplier Stock Shortage
SHIP-001493,ORD-001739,ups,WH-41,2025-10-04,2025-10-10,09-Oct-2025,Ground,27.07,Incorrect Address
SHIP-001494,ORD-001061,usps,wh39,10-Oct-2025,12-Oct-2025,,Ground,30.9,Incorrect Address
SHIP-001495,ORD-001164,DHL Express,wh40,2025/04/22,2025-04-26,Apr 24 2025,Air,46.86,
SHIP-001496,ORD-000304,aramex,wh-04,Jun 06 2025,2025-06-05,07-Jun-2025,Ground,20.87,Labor Shortage
SHIP-001497,ORD-000268,ARAMEX,WH-01,2026/03/15,2026/03/17,2026-03-16,Express,63.66,Labor Shortage
SHIP-001498,ORD-000546,DHL Express,WH-30,01-May-2025,May 07 2025,May 08 2025,Air,39.06,Vehicle Breakdown
SHIP-001499,ORD-000213,FedEx,WH-41,2025-06-08,2025/06/10,2025-06-09,Ground,25.0,
SHIP-001500,ORD-000897,,WH-56,2025-08-29,Sep 03 2025,2025-09-02,Express,61.37,
SHIP-001501,ORD-001493,USPS,WH-55,Sep 12 2025,Sep 15 2025,14-Sep-2025,Ground,22.81,Incorrect Address
SHIP-001502,ORD-001223,DHL Express,WH-41,2025-11-16,2025/11/20,2025/11/17,Air,72.2,Vehicle Breakdown
SHIP-001503,ORD-000917,dhl express,Warehouse 33,Apr 16 2026,Apr 19 2026,Apr 21 2026,Express,56.19,Customs Clearance Delay
SHIP-001504,ORD-000676,xpo logistics,WH-52,2026-03-30,2026-04-04,2026/04/04,Ground,28.58,Incorrect Address
SHIP-001505,ORD-001290,DHL,WH-33,Mar 21 2025,Mar 26 2025,26-Mar-2025,Express,51.47,
SHIP-001506,ORD-000815,USPS,wh26,2025-11-10,14-Nov-2025,2025-11-14,Ground,41.08,Port Congestion
SHIP-001507,ORD-001266,XPO Logistics,WH-55,Jan 30 2026,2026-02-01,2026/02/03,Rail,22.94,Labor Shortage
SHIP-001508,ORD-000343,USPS,WH-54,May 11 2026,2026/05/16,May 16 2026,Ground,23.14,Customs Clearance Delay
SHIP-001509,ORD-000550,dhl,WH-31,11-Jun-2025,12-Jun-2025,Jun 13 2025,Air,49.56,Documentation Error
SHIP-001510,ORD-001411,xpo logistics,Warehouse 1,Feb 23 2026,2026-02-23,2026/02/24,Ground,18.59,Carrier Capacity Shortage
SHIP-001511,ORD-001215,dhl express,wh-60,2026-04-19,2026-04-23,21-Apr-2026,Express,60.59,Warehouse Processing Backlog
SHIP-001512,ORD-000967,usps,WH-29,Aug 07 2025,2025-08-07,09-Aug-2025,Ground,21.76,Labor Shortage
SHIP-001513,ORD-001231,DHL Express,wh-59,01-Jan-2026,Jan 05 2026,05-Jan-2026,Air,51.8,Port Congestion
SHIP-001514,ORD-000296,DHL Express,wh10,Sep 05 2025,2025/09/10,2025-09-11,Air,41.45,Carrier Capacity Shortage
SHIP-001515,ORD-000696,Maersk Line,WH-08,Sep 19 2025,2025/09/20,,Ocean,13.42,
SHIP-001516,ORD-001453,,wh28,25-Apr-2025,2025/04/28,Apr 30 2025,Ground,25.84,Carrier Capacity Shortage
SHIP-001517,ORD-000074,maersk,Warehouse 33,Apr 25 2026,2026-04-29,,Ocean,34.54,Weather Disruption
SHIP-001518,ORD-000606,Blue Dart,wh52,Jul 10 2025,17-Jul-2025,2025-07-15,Air,41.11,Vehicle Breakdown
SHIP-001519,ORD-000105,XPO Logistics,wh11,2026-02-22,Feb 24 2026,Feb 23 2026,Ground,21.58,Port Congestion
SHIP-001520,ORD-000646,aramex,wh34,2026-02-09,12-Feb-2026,2026/02/11,Express,49.93,Vehicle Breakdown
SHIP-001521,ORD-001405,UPS,WH-23,2026/04/17,2026-04-19,19-Apr-2026,Air,46.72,
SHIP-001522,ORD-001805,UPS,WH-40,2025-01-02,2025/01/09,2025/01/08,Ground,25.4,Documentation Error
SHIP-001523,ORD-001041,fedex,WH-19,Feb 11 2025,Feb 13 2025,2025-02-15,Air,47.59,Weather Disruption
SHIP-001524,ORD-000440,dhl,WH-41,Feb 19 2026,2026-02-26,25-Feb-2026,Express,47.21,
SHIP-001525,ORD-001020,fedex,Warehouse 59,2025-12-08,2025-12-16,15-Dec-2025,Air,41.54,
SHIP-001526,ORD-000092,usps,Warehouse 3,2025-10-22,2025-10-29,30-Oct-2025,Ground,19.01,
SHIP-001527,ORD-001113,maersk,wh14,19-Mar-2025,25-Mar-2025,2025-03-31,Ocean,17.11,Warehouse Processing Backlog
SHIP-001528,ORD-001618,fedex,wh38,2025-07-08,Jul 10 2025,2025-07-10,Ground,20.59,
SHIP-001529,ORD-000909,fedex,WH-49,2025/11/05,07-Nov-2025,Nov 06 2025,Ground,22.33,Supplier Stock Shortage
SHIP-001530,ORD-001475,bluedart,WH-24,Jan 18 2025,Jan 22 2025,2025-01-20,Ground,24.36,Carrier Capacity Shortage
SHIP-001531,ORD-000103,dhl express,WH-60,12-Sep-2025,14-Sep-2025,Sep 15 2025,Express,54.05,Warehouse Processing Backlog
SHIP-001532,ORD-000239,dhl express,WH-09,2025-07-23,2025/07/28,2025-07-29,Express,73.36,Weather Disruption
SHIP-001533,ORD-001571,dhl,wh03,Jan 04 2026,Jan 04 2026,05-Jan-2026,Express,73.91,Labor Shortage
SHIP-001534,ORD-000943,FedEx,wh16,31-Mar-2026,2026/04/07,Apr 06 2026,Air,49.6,Documentation Error
SHIP-001535,ORD-001271,FEDEX,wh37,2025-09-24,25-Sep-2025,26-Sep-2025,Air,45.15,Carrier Capacity Shortage
SHIP-001536,ORD-000939,DHL,WH-22,2025-06-29,Jul 04 2025,2025-07-03,Express,53.97,Carrier Capacity Shortage
SHIP-001537,ORD-001564,Fed Ex,Warehouse 25,2025-11-10,2025/11/12,2025-11-11,Ground,26.75,Warehouse Processing Backlog
SHIP-001538,ORD-001182,BlueDart,WH-36,2025-09-08,2025/09/10,2025-09-11,Ground,19.9,Customs Clearance Delay
SHIP-001539,ORD-001504,dhl,WH-47,Nov 07 2025,Nov 10 2025,2025/11/09,Express,57.88,Warehouse Processing Backlog
SHIP-001540,ORD-000006,,WH-39,2026-03-31,Apr 03 2026,2026/04/01,Air,47.26,Vehicle Breakdown
SHIP-001541,ORD-001675,MAERSK,wh02,26-Oct-2025,2025/10/27,28-Oct-2025,Ocean,35.16,Supplier Stock Shortage
SHIP-001542,ORD-000966,fedex,WH-11,Jul 02 2025,Jul 03 2025,2025-07-05,Express,50.8,Labor Shortage
SHIP-001543,ORD-000019,Aramex,WH-59,Jul 14 2025,2025-07-17,17-Jul-2025,Express,67.34,Carrier Capacity Shortage
SHIP-001544,ORD-001431,FedEx,WH-31,Jan 30 2026,2026-02-02,2026-02-01,Express,57.81,Documentation Error
SHIP-001545,ORD-000122,UPS,WH-15,25-Nov-2025,26-Nov-2025,2025/11/26,Air,44.87,
SHIP-001546,ORD-000662,dhl,wh37,2025-05-18,24-May-2025,May 23 2025,Air,54.49,Port Congestion
SHIP-001547,ORD-001556,maersk,WH-15,23-Feb-2026,2026/02/24,24-Feb-2026,Ocean,10.25,
SHIP-001548,ORD-000275,BlueDart,WH-49,Apr 07 2026,Apr 07 2026,2026-04-08,Ground,22.07,
SHIP-001549,ORD-000434,,WH-12,2026-03-10,Mar 13 2026,13-Mar-2026,Ocean,18.47,
SHIP-001550,ORD-000812,Aramex,Warehouse 51,Jan 08 2026,14-Jan-2026,12-Jan-2026,Ground,21.07,Carrier Capacity Shortage
SHIP-001551,ORD-001301,UPS,wh32,Dec 18 2025,2025-12-19,2025/12/19,Air,57.16,Carrier Capacity Shortage
SHIP-001552,ORD-001336,U.P.S.,wh-10,Feb 17 2026,21-Feb-2026,Feb 21 2026,Air,70.49,Customs Clearance Delay
SHIP-001553,ORD-001720,USPS,WH-03,06-Nov-2025,2025-11-07,2025-11-06,Ground,19.85,Documentation Error
